DATE,PRCP,TMAX,TMIN,RAIN
Dec-08,0.16,55.0,50.0,TRUE
Dec-08,0.03,51.0,43.0,TRUE
Dec-08,0.0,49.0,42.0,FALSE
Dec-08,0.0,49.0,37.0,FALSE
Dec-08,0.0,48.0,34.0,FALSE
Dec-08,0.0,50.0,38.0,FALSE
Dec-08,0.09,49.0,43.0,TRUE
Dec-08,0.0,45.0,39.0,FALSE
Dec-08,0.06,46.0,42.0,TRUE
Dec-08,0.05,48.0,44.0,TRUE
Dec-08,0.0,45.0,38.0,FALSE
Dec-08,0.73,45.0,34.0,TRUE
Dec-08,0.34,40.0,32.0,TRUE
Dec-08,0.06,32.0,22.0,TRUE
Dec-08,0.0,30.0,19.0,FALSE
Dec-08,0.0,31.0,20.0,FALSE
Dec-08,0.05,36.0,29.0,TRUE
Dec-08,0.18,35.0,25.0,TRUE
Dec-08,0.0,27.0,20.0,FALSE
Dec-08,0.16,26.0,14.0,TRUE
Dec-08,0.27,31.0,24.0,TRUE
Dec-08,0.02,34.0,27.0,TRUE
Dec-08,0.0,35.0,29.0,FALSE
Dec-08,0.44,38.0,30.0,TRUE
Dec-08,0.2,36.0,33.0,TRUE
Dec-08,0.15,38.0,32.0,TRUE
Dec-08,0.29,44.0,37.0,TRUE
Dec-08,0.35,44.0,38.0,TRUE
Dec-08,0.26,42.0,36.0,TRUE
Dec-08,0.12,43.0,34.0,TRUE
Dec-08,0.09,44.0,37.0,TRUE
Jan-09,0.71,46.0,36.0,TRUE
Jan-09,0.12,38.0,33.0,TRUE
Jan-09,0.0,40.0,32.0,FALSE
Jan-09,0.57,38.0,30.0,TRUE
Jan-09,0.04,46.0,34.0,TRUE
Jan-09,1.22,53.0,42.0,TRUE
Jan-09,2.29,52.0,50.0,TRUE
Jan-09,0.03,50.0,37.0,TRUE
Jan-09,0.0,43.0,36.0,FALSE
Jan-09,0.14,44.0,39.0,TRUE
Jan-09,0.03,48.0,44.0,TRUE
Jan-09,0.08,49.0,46.0,TRUE
Jan-09,0.0,46.0,40.0,FALSE
Jan-09,0.0,42.0,36.0,FALSE
Jan-09,0.0,42.0,35.0,FALSE
Jan-09,0.0,37.0,32.0,FALSE
Jan-09,0.0,44.0,32.0,FALSE
Jan-09,0.0,51.0,30.0,FALSE
Jan-09,0.0,42.0,29.0,FALSE
Jan-09,0.0,39.0,30.0,FALSE
Jan-09,0.0,40.0,31.0,FALSE
Jan-09,0.0,39.0,32.0,FALSE
Jan-09,0.0,41.0,31.0,FALSE
Jan-09,0.04,41.0,29.0,TRUE
Jan-09,0.02,35.0,29.0,TRUE
Jan-09,0.0,39.0,25.0,FALSE
Jan-09,0.09,42.0,30.0,TRUE
Jan-09,0.0,46.0,37.0,FALSE
Jan-09,0.0,47.0,35.0,FALSE
Jan-09,0.0,49.0,31.0,FALSE
Jan-09,0.02,45.0,34.0,TRUE
Feb-09,0.0,43.0,33.0,FALSE
Feb-09,0.0,52.0,38.0,FALSE
Feb-09,0.0,55.0,32.0,FALSE
Feb-09,0.0,63.0,36.0,FALSE
Feb-09,0.01,49.0,38.0,TRUE
Feb-09,0.04,44.0,38.0,TRUE
Feb-09,0.0,42.0,32.0,FALSE
Feb-09,0.01,44.0,32.0,TRUE
Feb-09,0.06,41.0,33.0,TRUE
Feb-09,0.24,39.0,31.0,TRUE
Feb-09,0.0,46.0,32.0,FALSE
Feb-09,0.0,46.0,31.0,FALSE
Feb-09,0.0,45.0,34.0,FALSE
Feb-09,0.0,47.0,35.0,FALSE
Feb-09,0.05,46.0,33.0,TRUE
Feb-09,0.0,48.0,34.0,FALSE
Feb-09,0.0,50.0,39.0,FALSE
Feb-09,0.0,54.0,35.0,FALSE
Feb-09,0.0,51.0,33.0,FALSE
Feb-09,0.0,52.0,30.0,FALSE
Feb-09,0.0,55.0,33.0,FALSE
Feb-09,0.07,57.0,43.0,TRUE
Feb-09,0.23,57.0,44.0,TRUE
Feb-09,0.34,48.0,44.0,TRUE
Feb-09,0.25,45.0,32.0,TRUE
Feb-09,0.21,38.0,26.0,TRUE
Feb-09,0.0,47.0,34.0,FALSE
Feb-09,0.0,54.0,38.0,FALSE
Mar-09,0.3,57.0,44.0,TRUE
Mar-09,0.11,57.0,44.0,TRUE
Mar-09,0.24,55.0,42.0,TRUE
Mar-09,0.03,46.0,40.0,TRUE
Mar-09,0.05,45.0,34.0,TRUE
Mar-09,0.0,45.0,28.0,FALSE
Mar-09,0.08,45.0,31.0,TRUE
Mar-09,0.32,40.0,30.0,TRUE
Mar-09,0.34,37.0,31.0,TRUE
Mar-09,0.0,40.0,27.0,FALSE
Mar-09,0.0,44.0,26.0,FALSE
Mar-09,0.0,51.0,29.0,FALSE
Mar-09,0.0,55.0,33.0,FALSE
Mar-09,0.49,45.0,38.0,TRUE
Mar-09,0.69,46.0,33.0,TRUE
Mar-09,0.29,44.0,35.0,TRUE
Mar-09,0.29,46.0,35.0,TRUE
Mar-09,0.0,54.0,38.0,FALSE
Mar-09,0.08,50.0,43.0,TRUE
Mar-09,0.12,56.0,36.0,TRUE
Mar-09,0.0,49.0,29.0,FALSE
Mar-09,0.01,49.0,39.0,TRUE
Mar-09,0.07,46.0,37.0,TRUE
Mar-09,0.01,48.0,40.0,TRUE
Mar-09,0.05,47.0,38.0,TRUE
Mar-09,0.0,52.0,33.0,FALSE
Mar-09,0.0,51.0,41.0,FALSE
Mar-09,0.38,43.0,34.0,TRUE
Mar-09,0.04,50.0,34.0,TRUE
Mar-09,0.0,47.0,38.0,FALSE
Mar-09,0.17,48.0,37.0,TRUE
Apr-09,0.39,46.0,34.0,TRUE
Apr-09,0.92,46.0,39.0,TRUE
Apr-09,0.09,50.0,35.0,TRUE
Apr-09,0.0,57.0,33.0,FALSE
Apr-09,0.0,69.0,40.0,FALSE
Apr-09,0.0,70.0,40.0,FALSE
Apr-09,0.0,66.0,43.0,FALSE
Apr-09,0.0,53.0,44.0,FALSE
Apr-09,0.03,58.0,43.0,TRUE
Apr-09,0.02,50.0,44.0,TRUE
Apr-09,0.06,51.0,44.0,TRUE
Apr-09,0.83,53.0,43.0,TRUE
Apr-09,0.32,48.0,37.0,TRUE
Apr-09,0.01,52.0,37.0,TRUE
Apr-09,0.0,54.0,35.0,FALSE
Apr-09,0.01,60.0,37.0,TRUE
Apr-09,0.25,60.0,43.0,TRUE
Apr-09,0.0,58.0,38.0,FALSE
Apr-09,0.0,68.0,47.0,FALSE
Apr-09,0.0,74.0,47.0,FALSE
Apr-09,0.0,71.0,48.0,FALSE
Apr-09,0.25,53.0,39.0,TRUE
Apr-09,0.06,54.0,37.0,TRUE
Apr-09,0.0,60.0,37.0,FALSE
Apr-09,0.0,53.0,41.0,FALSE
Apr-09,0.0,58.0,40.0,FALSE
Apr-09,0.0,62.0,44.0,FALSE
Apr-09,0.12,54.0,45.0,TRUE
Apr-09,0.0,59.0,44.0,FALSE
Apr-09,0.0,64.0,41.0,FALSE
May-09,0.0,73.0,45.0,FALSE
May-09,0.32,66.0,46.0,TRUE
May-09,0.01,62.0,44.0,TRUE
May-09,0.36,62.0,45.0,TRUE
May-09,0.59,56.0,47.0,TRUE
May-09,0.89,54.0,46.0,TRUE
May-09,0.0,58.0,44.0,FALSE
May-09,0.0,58.0,43.0,FALSE
May-09,0.0,64.0,44.0,FALSE
May-09,0.04,64.0,45.0,TRUE
May-09,0.03,61.0,45.0,TRUE
May-09,0.04,56.0,40.0,TRUE
May-09,0.44,52.0,42.0,TRUE
May-09,0.32,55.0,45.0,TRUE
May-09,0.0,66.0,43.0,FALSE
May-09,0.0,76.0,46.0,FALSE
May-09,0.0,75.0,50.0,FALSE
May-09,0.45,66.0,48.0,TRUE
May-09,0.12,58.0,46.0,TRUE
May-09,0.0,62.0,46.0,FALSE
May-09,0.0,67.0,45.0,FALSE
May-09,0.0,70.0,49.0,FALSE
May-09,0.0,71.0,49.0,FALSE
May-09,0.0,71.0,47.0,FALSE
May-09,0.0,69.0,47.0,FALSE
May-09,0.0,65.0,52.0,FALSE
May-09,0.0,67.0,46.0,FALSE
May-09,0.0,77.0,48.0,FALSE
May-09,0.0,83.0,55.0,FALSE
May-09,0.0,78.0,53.0,FALSE
May-09,0.0,80.0,54.0,FALSE
Jun-09,0.0,82.0,53.0,FALSE
Jun-09,0.0,88.0,61.0,FALSE
Jun-09,0.0,89.0,64.0,FALSE
Jun-09,0.0,91.0,60.0,FALSE
Jun-09,0.0,68.0,56.0,FALSE
Jun-09,0.0,63.0,55.0,FALSE
Jun-09,0.0,67.0,53.0,FALSE
Jun-09,0.0,73.0,52.0,FALSE
Jun-09,0.0,79.0,56.0,FALSE
Jun-09,0.0,75.0,54.0,FALSE
Jun-09,0.0,73.0,55.0,FALSE
Jun-09,0.0,76.0,56.0,FALSE
Jun-09,0.0,75.0,53.0,FALSE
Jun-09,0.0,63.0,54.0,FALSE
Jun-09,0.0,73.0,54.0,FALSE
Jun-09,0.0,71.0,55.0,FALSE
Jun-09,0.0,68.0,57.0,FALSE
Jun-09,0.01,72.0,56.0,TRUE
Jun-09,0.09,69.0,54.0,TRUE
Jun-09,0.0,65.0,52.0,FALSE
Jun-09,0.04,65.0,51.0,TRUE
Jun-09,0.01,68.0,51.0,TRUE
Jun-09,0.0,72.0,52.0,FALSE
Jun-09,0.0,72.0,56.0,FALSE
Jun-09,0.03,70.0,54.0,TRUE
Jun-09,0.0,69.0,52.0,FALSE
Jun-09,0.0,79.0,52.0,FALSE
Jun-09,0.0,70.0,54.0,FALSE
Jun-09,0.0,74.0,49.0,FALSE
Jun-09,0.0,75.0,51.0,FALSE
Jul-09,0.0,79.0,56.0,FALSE
Jul-09,0.0,83.0,59.0,FALSE
Jul-09,0.0,88.0,57.0,FALSE
Jul-09,0.0,87.0,57.0,FALSE
Jul-09,0.0,81.0,58.0,FALSE
Jul-09,0.0,67.0,54.0,FALSE
Jul-09,0.0,68.0,54.0,FALSE
Jul-09,0.0,65.0,53.0,FALSE
Jul-09,0.0,74.0,55.0,FALSE
Jul-09,0.0,82.0,57.0,FALSE
Jul-09,0.0,85.0,56.0,FALSE
Jul-09,0.04,65.0,56.0,TRUE
Jul-09,0.02,64.0,54.0,TRUE
Jul-09,0.0,71.0,53.0,FALSE
Jul-09,0.0,81.0,52.0,FALSE
Jul-09,0.0,87.0,59.0,FALSE
Jul-09,0.0,90.0,61.0,FALSE
Jul-09,0.0,78.0,57.0,FALSE
Jul-09,0.0,77.0,55.0,FALSE
Jul-09,0.0,81.0,59.0,FALSE
Jul-09,0.0,87.0,59.0,FALSE
Jul-09,0.0,73.0,56.0,FALSE
Jul-09,0.0,69.0,56.0,FALSE
Jul-09,0.0,79.0,55.0,FALSE
Jul-09,0.0,86.0,62.0,FALSE
Jul-09,0.0,89.0,61.0,FALSE
Jul-09,0.0,94.0,65.0,FALSE
Jul-09,0.0,97.0,69.0,FALSE
Jul-09,0.0,103.0,71.0,FALSE
Jul-09,0.0,96.0,62.0,FALSE
Jul-09,0.0,84.0,58.0,FALSE
Aug-09,0.0,90.0,57.0,FALSE
Aug-09,0.0,89.0,60.0,FALSE
Aug-09,0.0,83.0,56.0,FALSE
Aug-09,0.0,73.0,56.0,FALSE
Aug-09,0.0,68.0,55.0,FALSE
Aug-09,0.0,70.0,56.0,FALSE
Aug-09,0.0,65.0,56.0,FALSE
Aug-09,0.0,66.0,55.0,FALSE
Aug-09,0.0,76.0,59.0,FALSE
Aug-09,0.13,67.0,56.0,TRUE
Aug-09,0.32,70.0,59.0,TRUE
Aug-09,0.15,73.0,57.0,TRUE
Aug-09,0.16,65.0,55.0,TRUE
Aug-09,0.0,69.0,55.0,FALSE
Aug-09,0.0,68.0,52.0,FALSE
Aug-09,0.0,75.0,54.0,FALSE
Aug-09,0.0,82.0,58.0,FALSE
Aug-09,0.0,84.0,59.0,FALSE
Aug-09,0.0,87.0,61.0,FALSE
Aug-09,0.0,78.0,60.0,FALSE
Aug-09,0.0,69.0,58.0,FALSE
Aug-09,0.0,73.0,58.0,FALSE
Aug-09,0.0,70.0,57.0,FALSE
Aug-09,0.0,75.0,52.0,FALSE
Aug-09,0.03,71.0,54.0,TRUE
Aug-09,0.0,76.0,55.0,FALSE
Aug-09,0.0,88.0,54.0,FALSE
Aug-09,0.01,78.0,57.0,TRUE
Aug-09,0.36,71.0,59.0,TRUE
Aug-09,0.0,76.0,55.0,FALSE
Aug-09,0.0,70.0,56.0,FALSE
Sep-09,0.0,64.0,55.0,FALSE
Sep-09,0.0,76.0,54.0,FALSE
Sep-09,0.12,71.0,56.0,TRUE
Sep-09,0.0,76.0,55.0,FALSE
Sep-09,0.31,66.0,58.0,TRUE
Sep-09,0.93,62.0,52.0,TRUE
Sep-09,0.01,65.0,54.0,TRUE
Sep-09,0.0,69.0,51.0,FALSE
Sep-09,0.01,74.0,55.0,TRUE
Sep-09,0.0,73.0,57.0,FALSE
Sep-09,0.0,87.0,56.0,FALSE
Sep-09,0.0,83.0,56.0,FALSE
Sep-09,0.0,76.0,56.0,FALSE
Sep-09,0.0,70.0,58.0,FALSE
Sep-09,0.0,78.0,59.0,FALSE
Sep-09,0.01,71.0,59.0,TRUE
Sep-09,0.0,70.0,57.0,FALSE
Sep-09,0.0,80.0,54.0,FALSE
Sep-09,0.29,67.0,57.0,TRUE
Sep-09,0.0,67.0,50.0,FALSE
Sep-09,0.0,76.0,49.0,FALSE
Sep-09,0.0,87.0,53.0,FALSE
Sep-09,0.0,81.0,55.0,FALSE
Sep-09,0.0,67.0,51.0,FALSE
Sep-09,0.0,72.0,49.0,FALSE
Sep-09,0.0,70.0,50.0,FALSE
Sep-09,0.0,68.0,48.0,FALSE
Sep-09,0.0,63.0,45.0,FALSE
Sep-09,0.07,59.0,46.0,TRUE
Sep-09,0.0,59.0,42.0,FALSE
Oct-09,0.08,62.0,51.0,TRUE
Oct-09,0.14,58.0,47.0,TRUE
Oct-09,0.0,57.0,44.0,FALSE
Oct-09,0.0,65.0,48.0,FALSE
Oct-09,0.0,66.0,43.0,FALSE
Oct-09,0.0,65.0,42.0,FALSE
Oct-09,0.0,63.0,44.0,FALSE
Oct-09,0.0,63.0,44.0,FALSE
Oct-09,0.0,62.0,48.0,FALSE
Oct-09,0.0,58.0,45.0,FALSE
Oct-09,0.0,58.0,41.0,FALSE
Oct-09,0.0,51.0,42.0,FALSE
Oct-09,0.17,59.0,48.0,TRUE
Oct-09,0.51,60.0,50.0,TRUE
Oct-09,0.07,64.0,49.0,TRUE
Oct-09,0.78,61.0,55.0,TRUE
Oct-09,1.24,65.0,55.0,TRUE
Oct-09,0.09,61.0,52.0,TRUE
Oct-09,0.0,56.0,47.0,FALSE
Oct-09,0.0,56.0,43.0,FALSE
Oct-09,0.16,62.0,50.0,TRUE
Oct-09,0.02,55.0,49.0,TRUE
Oct-09,0.41,58.0,48.0,TRUE
Oct-09,0.0,57.0,42.0,FALSE
Oct-09,0.06,48.0,38.0,TRUE
Oct-09,1.21,52.0,41.0,TRUE
Oct-09,0.0,55.0,38.0,FALSE
Oct-09,0.08,46.0,39.0,TRUE
Oct-09,0.25,55.0,42.0,TRUE
Oct-09,0.23,60.0,54.0,TRUE
Oct-09,0.04,57.0,45.0,TRUE
Nov-09,0.0,54.0,41.0,FALSE
Nov-09,0.01,54.0,39.0,TRUE
Nov-09,0.0,55.0,41.0,FALSE
Nov-09,0.0,63.0,40.0,FALSE
Nov-09,0.38,61.0,47.0,TRUE
Nov-09,1.21,50.0,42.0,TRUE
Nov-09,0.86,47.0,40.0,TRUE
Nov-09,0.07,51.0,41.0,TRUE
Nov-09,0.37,54.0,45.0,TRUE
Nov-09,0.32,52.0,44.0,TRUE
Nov-09,0.05,50.0,39.0,TRUE
Nov-09,0.0,49.0,36.0,FALSE
Nov-09,0.19,49.0,34.0,TRUE
Nov-09,0.0,44.0,32.0,FALSE
Nov-09,0.36,54.0,40.0,TRUE
Nov-09,0.77,56.0,50.0,TRUE
Nov-09,0.44,51.0,40.0,TRUE
Nov-09,0.13,49.0,38.0,TRUE
Nov-09,0.7,57.0,45.0,TRUE
Nov-09,0.29,57.0,41.0,TRUE
Nov-09,0.31,47.0,39.0,TRUE
Nov-09,0.55,48.0,42.0,TRUE
Nov-09,0.05,51.0,43.0,TRUE
Nov-09,0.2,51.0,45.0,TRUE
Nov-09,0.16,54.0,42.0,TRUE
Nov-09,1.34,50.0,45.0,TRUE
Nov-09,0.0,48.0,38.0,FALSE
Nov-09,0.0,50.0,39.0,FALSE
Nov-09,0.0,52.0,47.0,FALSE
Nov-09,0.2,51.0,43.0,TRUE
Dec-09,0.0,47.0,35.0,FALSE
Dec-09,0.0,46.0,33.0,FALSE
Dec-09,0.0,45.0,30.0,FALSE
Dec-09,0.04,38.0,30.0,TRUE
Dec-09,0.0,42.0,28.0,FALSE
Dec-09,0.0,35.0,27.0,FALSE
Dec-09,0.0,30.0,23.0,FALSE
Dec-09,0.0,32.0,21.0,FALSE
Dec-09,0.0,32.0,18.0,FALSE
Dec-09,0.0,36.0,16.0,FALSE
Dec-09,0.0,38.0,21.0,FALSE
Dec-09,0.0,39.0,23.0,FALSE
Dec-09,0.0,38.0,30.0,FALSE
Dec-09,0.5,42.0,36.0,TRUE
Dec-09,0.29,48.0,38.0,TRUE
Dec-09,0.43,53.0,45.0,TRUE
Dec-09,0.06,50.0,43.0,TRUE
Dec-09,0.02,52.0,41.0,TRUE
Dec-09,0.41,48.0,44.0,TRUE
Dec-09,0.08,57.0,45.0,TRUE
Dec-09,0.55,52.0,38.0,TRUE
Dec-09,0.02,40.0,34.0,TRUE
Dec-09,0.0,43.0,34.0,FALSE
Dec-09,0.0,43.0,31.0,FALSE
Dec-09,0.0,45.0,30.0,FALSE
Dec-09,0.0,53.0,33.0,FALSE
Dec-09,0.0,44.0,28.0,FALSE
Dec-09,0.0,49.0,35.0,FALSE
Dec-09,0.06,43.0,30.0,TRUE
Dec-09,0.02,46.0,36.0,TRUE
Dec-09,0.27,49.0,39.0,TRUE
Jan-10,0.4,52.0,45.0,TRUE
Jan-10,0.06,47.0,43.0,TRUE
Jan-10,0.03,48.0,39.0,TRUE
Jan-10,0.98,49.0,44.0,TRUE
Jan-10,0.14,50.0,44.0,TRUE
Jan-10,0.0,50.0,42.0,FALSE
Jan-10,0.04,48.0,40.0,TRUE
Jan-10,0.81,46.0,39.0,TRUE
Jan-10,0.08,54.0,43.0,TRUE
Jan-10,0.09,55.0,44.0,TRUE
Jan-10,1.07,57.0,45.0,TRUE
Jan-10,0.53,53.0,47.0,TRUE
Jan-10,0.27,56.0,46.0,TRUE
Jan-10,0.28,48.0,45.0,TRUE
Jan-10,0.42,51.0,44.0,TRUE
Jan-10,0.02,45.0,37.0,TRUE
Jan-10,0.15,52.0,42.0,TRUE
Jan-10,0.0,59.0,49.0,FALSE
Jan-10,0.01,60.0,48.0,TRUE
Jan-10,0.0,57.0,42.0,FALSE
Jan-10,0.0,56.0,45.0,FALSE
Jan-10,0.0,48.0,40.0,FALSE
Jan-10,0.09,49.0,40.0,TRUE
Jan-10,0.36,46.0,37.0,TRUE
Jan-10,0.06,54.0,41.0,TRUE
Jan-10,0.0,48.0,38.0,FALSE
Jan-10,0.0,49.0,35.0,FALSE
Jan-10,0.0,55.0,41.0,FALSE
Jan-10,0.02,56.0,44.0,TRUE
Jan-10,0.18,48.0,43.0,TRUE
Jan-10,0.08,49.0,45.0,TRUE
Feb-10,0.08,49.0,40.0,TRUE
Feb-10,0.01,54.0,40.0,TRUE
Feb-10,0.31,50.0,41.0,TRUE
Feb-10,0.08,57.0,41.0,TRUE
Feb-10,0.07,58.0,45.0,TRUE
Feb-10,0.13,56.0,43.0,TRUE
Feb-10,0.15,49.0,44.0,TRUE
Feb-10,0.0,49.0,41.0,FALSE
Feb-10,0.0,46.0,36.0,FALSE
Feb-10,0.11,44.0,31.0,TRUE
Feb-10,0.24,54.0,43.0,TRUE
Feb-10,0.38,54.0,43.0,TRUE
Feb-10,0.2,52.0,45.0,TRUE
Feb-10,0.42,53.0,42.0,TRUE
Feb-10,0.07,55.0,37.0,TRUE
Feb-10,0.21,54.0,43.0,TRUE
Feb-10,0.0,51.0,39.0,FALSE
Feb-10,0.0,59.0,39.0,FALSE
Feb-10,0.0,59.0,39.0,FALSE
Feb-10,0.0,57.0,35.0,FALSE
Feb-10,0.0,57.0,36.0,FALSE
Feb-10,0.0,54.0,33.0,FALSE
Feb-10,0.16,48.0,37.0,TRUE
Feb-10,0.33,51.0,42.0,TRUE
Feb-10,0.05,54.0,44.0,TRUE
Feb-10,0.44,52.0,46.0,TRUE
Feb-10,0.08,54.0,46.0,TRUE
Feb-10,0.0,56.0,43.0,FALSE
Mar-10,0.0,57.0,42.0,FALSE
Mar-10,0.09,56.0,46.0,TRUE
Mar-10,0.0,55.0,41.0,FALSE
Mar-10,0.05,53.0,42.0,TRUE
Mar-10,0.0,57.0,37.0,FALSE
Mar-10,0.0,59.0,37.0,FALSE
Mar-10,0.06,52.0,37.0,TRUE
Mar-10,0.08,41.0,32.0,TRUE
Mar-10,0.0,48.0,28.0,FALSE
Mar-10,0.07,50.0,37.0,TRUE
Mar-10,0.38,46.0,40.0,TRUE
Mar-10,0.67,49.0,39.0,TRUE
Mar-10,0.02,49.0,38.0,TRUE
Mar-10,0.0,53.0,35.0,FALSE
Mar-10,0.0,65.0,42.0,FALSE
Mar-10,0.08,57.0,43.0,TRUE
Mar-10,0.01,52.0,40.0,TRUE
Mar-10,0.0,52.0,38.0,FALSE
Mar-10,0.0,61.0,37.0,FALSE
Mar-10,0.0,67.0,37.0,FALSE
Mar-10,0.01,56.0,45.0,TRUE
Mar-10,0.0,55.0,42.0,FALSE
Mar-10,0.0,57.0,40.0,FALSE
Mar-10,0.0,68.0,42.0,FALSE
Mar-10,0.62,53.0,45.0,TRUE
Mar-10,0.0,54.0,42.0,FALSE
Mar-10,0.0,61.0,43.0,FALSE
Mar-10,0.47,56.0,46.0,TRUE
Mar-10,0.92,50.0,40.0,TRUE
Mar-10,0.23,48.0,38.0,TRUE
Mar-10,0.0,51.0,37.0,FALSE
Apr-10,0.04,50.0,40.0,TRUE
Apr-10,0.75,50.0,37.0,TRUE
Apr-10,0.17,47.0,37.0,TRUE
Apr-10,0.11,53.0,40.0,TRUE
Apr-10,0.1,51.0,39.0,TRUE
Apr-10,0.0,52.0,41.0,FALSE
Apr-10,0.15,51.0,43.0,TRUE
Apr-10,0.01,50.0,39.0,TRUE
Apr-10,0.0,51.0,38.0,FALSE
Apr-10,0.0,57.0,34.0,FALSE
Apr-10,0.0,60.0,44.0,FALSE
Apr-10,0.0,56.0,47.0,FALSE
Apr-10,0.16,57.0,42.0,TRUE
Apr-10,0.0,60.0,39.0,FALSE
Apr-10,0.02,60.0,42.0,TRUE
Apr-10,0.03,66.0,45.0,TRUE
Apr-10,0.25,61.0,50.0,TRUE
Apr-10,0.0,70.0,46.0,FALSE
Apr-10,0.0,69.0,50.0,FALSE
Apr-10,0.06,56.0,47.0,TRUE
Apr-10,0.87,51.0,43.0,TRUE
Apr-10,0.0,55.0,42.0,FALSE
Apr-10,0.05,58.0,44.0,TRUE
Apr-10,0.08,54.0,43.0,TRUE
Apr-10,0.0,58.0,40.0,FALSE
Apr-10,0.18,65.0,48.0,TRUE
Apr-10,0.29,55.0,44.0,TRUE
Apr-10,0.13,56.0,43.0,TRUE
Apr-10,0.0,58.0,43.0,FALSE
Apr-10,0.04,58.0,44.0,TRUE
May-10,0.01,56.0,44.0,TRUE
May-10,0.32,53.0,45.0,TRUE
May-10,0.03,54.0,41.0,TRUE
May-10,0.08,53.0,40.0,TRUE
May-10,0.1,48.0,40.0,TRUE
May-10,0.0,61.0,42.0,FALSE
May-10,0.0,65.0,43.0,FALSE
May-10,0.0,65.0,42.0,FALSE
May-10,0.0,67.0,42.0,FALSE
May-10,0.18,55.0,45.0,TRUE
May-10,0.0,62.0,46.0,FALSE
May-10,0.0,62.0,47.0,FALSE
May-10,0.0,69.0,44.0,FALSE
May-10,0.0,72.0,48.0,FALSE
May-10,0.0,71.0,47.0,FALSE
May-10,0.02,71.0,53.0,TRUE
May-10,0.01,71.0,52.0,TRUE
May-10,0.14,63.0,50.0,TRUE
May-10,0.26,68.0,46.0,TRUE
May-10,0.21,56.0,44.0,TRUE
May-10,0.1,55.0,45.0,TRUE
May-10,0.01,61.0,45.0,TRUE
May-10,0.03,57.0,45.0,TRUE
May-10,0.0,62.0,42.0,FALSE
May-10,0.06,61.0,50.0,TRUE
May-10,0.23,57.0,47.0,TRUE
May-10,0.11,60.0,47.0,TRUE
May-10,0.45,53.0,50.0,TRUE
May-10,0.06,54.0,45.0,TRUE
May-10,0.11,59.0,42.0,TRUE
May-10,0.31,65.0,52.0,TRUE
Jun-10,0.15,62.0,49.0,TRUE
Jun-10,0.37,62.0,49.0,TRUE
